1 inguid1: Waypoint/line guidance against GPS target coordinates ' Missile ' May 17 2021 03:43:47
  0  0 40
time            FSPV1           FSPV2           FSPV3           pdynmc          
mach            lonx            latx            alt             dvbe            
psivgx          thtvgx          SBEG1           SBEG2           SBEG3           
VBEG1           VBEG2           VBEG3           mprop           cg              
thrust          cl_ov_cd        psivgcx         thtvgcx         anx             
avx             alphax          phimvx          phicx           phix            
qq              tip             alp             ancomx          alcomx          
alx             altd            altcom          wp_grdrange     wp_flag         
1676.69         3.67668         0               0               0.34227         
0               -0.14514        -24.5258        -26.0431        -24.5258        
-0.0052334      1.53356         -0.00253318     0.316387        -0.0780147      
-0.14106        -0.0572561      2000            3874.42         0               
208.5           1.0985          -1.37351        -2.79333        18341.3         
0.624763        45.3389         35.2451         3338.04         204.597         
84.5417         -12.5095        27257.4         30796           -2338.04        
18.9996         198.834         44.3161         6               134.825         
1676.65         3.34179         0               0               0.31779         
0               -0.251969       -26.3874        -28.2406        -26.3874        
-0.00652579     1.51889         -0.00439769     0.290733        -0.0785644      
-0.140019       -0.0572561      2000            3774.95         0               
209             1.07566         -1.3606         -2.51321        18679.9         
0.62958         45.34           35.2451         3314.96         206.237         
84.3515         -13.4648        27267           30895.7         -2314.96        
19.7412         199.595         48.0219         6               134.823         
1676.61         2.99971         0               0               0.292           
0               -0.360104       -28.6836        -30.9925        -28.6836        
-0.00784671     1.50368         -0.00628501     0.263768        -0.0792449      
-0.138702       -0.0572561      2000            3675.04         0               
209.5           1.04998         -1.34389        -2.2141         19038.7         
0.634588        45.3411         35.2452         3290            207.946         
84.1641         -14.447         27277.1         30995.6         -2290           
20.4753         200.327         51.8793         6               134.822         
1676.57         2.6527          0               0               0.264878        
0               -0.469148       -31.5795        -34.5277        -31.5795        
-0.00919161     1.48795         -0.00818817     0.235493        -0.0801121      
-0.136998       -0.0572561      2000            3574.72         0               
210             1.0212          -1.32155        -1.8937         19418.4         
0.639789        45.3422         35.2453         3263.06         209.724         
83.9803         -15.4576        27287.5         31096           -2263.06        
21.1984         201.024         55.8967         6               134.82          
1676.52         2.30345         0               0               0.236424        
0               -0.578614       -35.3344        -39.217         -35.3344        
-0.0105539      1.4717          -0.0100987      0.205943        -0.0812544      
-0.134719       -0.0572561      2000            3474            0               
210.5           0.989025        -1.2903         -1.54878        19820           
0.645182        45.3433         35.2454         3234.07         211.572         
83.8009         -16.4983        27298.3         31196.7         -2234.07        
21.9058         201.675         60.0836         6               134.818         
1676.48         1.95503         0               0               0.20667         
0               -0.687896       -40.3783        -45.699         -40.3783        
-0.0119241      1.45496         -0.0120061      0.175205        -0.0828184      
-0.131532       -0.0572561      2000            3372.9          0               
211             0.953425        -1.24443        -1.17519        20244.4         
0.650767        45.3444         35.2455         3202.94         213.489         
83.6274         -17.5713        27309.4         31297.6         -2202.94        
22.5902         202.27          64.4506         6               134.816         
1676.43         1.61223         0               0               0.175797        
0               -0.796219       -47.4731        -55.1314        -47.4731        
-0.0132943      1.43744         -0.0138967      0.143451        -0.085059       
-0.126855       -0.0572561      2000            3271.44         1               
211.5           0.915683        -1.17181        -0.769805       20693           
0.656547        45.3455         35.2456         3169.59         215.477         
83.4626         -18.6789        27320.9         31398.9         -2169.59        
23.2403         202.8           69.0093         6               134.814         
1676.38         1.28397         0               0               0.144357        
0               -0.903135       -57.9672        -69.6949        -57.9672        
-0.0146872      1.41747         -0.0157627      0.110909        -0.0884067      
-0.119451       -0.0572561      2000            3169.66         1               
212             0.874518        -0.984964       -0.446858       21166.8         
0.662521        45.3466         35.2457         3133.9          217.536         
83.3149         -19.8192        27332.6         31500.4         -2133.9         
23.8241         203.26          73.7562         6               134.812         
1676.32         0.964803        0               0               0.111788        
0               -1.00783        -66.0636        -95.7582        -66.0636        
-0.0160909      1.39704         -0.01759        0.0771184       -0.094251       
-0.100403       -0.0572561      2000            3067.59         1               
212.5           0.829328        -0.691204       -0.271396       21667           
0.668687        45.3477         35.2458         3095.81         219.667         
83.2024         -20.9706        27344.7         31602.2         -2095.81        
24.2781         203.675         78.6164         6               134.81          
1676.27         0.64987         0               0               0.077307        
0               -1.11334        -68.7152        -154.61         -68.7152        
-0.0177643      1.37618         -0.0194315      0.0381959       -0.105654       
-0.0704578      -0.0572561      2000            2965.27         1               
213             0.77856         -0.340268       -0.127012       22194.1         
0.675036        45.3489         35.246          3055.27         221.865         
83.1352         -22.1218        27356.9         31704.1         -2055.27        
24.5666         204.059         83.5491         6               134.808         
1676.22         0.324127        0               0               0.0386967       
0               -1.22688        -69.5806        -360.073        -69.5806        
-0.0198291      1.35493         -0.021413       -0.00816985     -0.124736       
-0.0346847      -0.0572561      2000            2862.73         1               
213.5           0.725065        0.0688714       0.0353239       22748.4         
0.681556        45.35           35.2461         3012.25         224.128         
83.1212         -23.2708        27369.2         31806.2         -2012.25        
24.6599         204.413         88.5481         6               134.806         
1680.08         -0.0226695      0               0               -0.00615831     
0               -1.35416        -49.2131        2457.63         -49.2131        
-0.0222717      1.33332         -0.0236345      -0.0626679      -0.153523       
0.00702021      -0.0572561      2000            2759.99         1               
214             0.664628        -0.261778       0.525766        23330.8         
0.688241        45.3511         35.2462         2966.7          226.455         
83.1253         -24.4435        27381.5         31908.5         -1966.7         
24.6767         204.675         93.7059         6               134.804         
1685.62         -0.387677       0               0               -0.0580963      
0               -1.49534        31.0797         363.751         31.0797         
-0.0247796      1.31141         -0.0260986      -0.121266       -0.187591       
-0.0266832      -0.0572561      2000            2657.1          1               
214.5           0.595398        -0.953498       0.648204        23942.1         
0.695082        45.3522         35.2463         2918.53         228.841         
83.0461         -25.6308        27393.9         32010.9         -1918.53        
24.9798         204.805         98.99           6               134.802         
1691.42         -0.752379       0               0               -0.115748       
0               -1.64456        57.2965         207.383         57.2965         
-0.0274382      1.28926         -0.028703       -0.185876       -0.211285       
-0.0971893      -0.0572561      2000            2554.12         1               
215             0.515376        -1.62614        0.745797        24582.3         
0.702058        45.3534         35.2464         2867.7          231.282         
82.8726         -26.806         27406.6         32113.3         -1867.7         
25.6126         204.833         104.301         6               134.8           
1697.59         -1.11829        0               0               -0.18062        
0               -1.80595        65.8536         139.852         65.8536         
-0.0305589      1.26693         -0.0315198      -0.261912       -0.221657       
-0.165749       -0.0572561      2000            2451.06         1               
215.5           -1.37946        -2.27141        0.895361        25171.8         
0.708036        45.3545         35.2465         2814.25         233.312         
82.6077         -27.9737        27419.6         32215.6         -1814.25        
26.5112         204.34          109.439         5               134.799         
213.499         -1.48491        0               0               -0.253537       
0               -1.98816        68.6466         97.7258         68.6466         
-0.0341131      1.25848         -0.0347         -0.346946       -0.217074       
-0.231516       -0.0572561      2000            2348.01         1               
216             -1.48337        -3.01832        1.12975         25669.3         
0.712483        45.3556         35.2466         2758.29         234.938         
82.2454         -29.145         27433.1         32317.5         -1758.29        
27.6868         203.316         114.42          5               134.798         
212.642         -1.84546        0               0               -0.333974       
0               -2.19182        69.3384         66.6426         69.3384         
-0.0379157      1.24119         -0.0382544      -0.43871        -0.19481        
-0.307639       -0.0572561      2000            2245.3          1               
216.5           -1.60313        -3.50265        2.10371         26188.2         
0.717005        45.3567         35.2468         2699.8          236.597         
81.7871         -30.358         27447.3         32418.9         -1699.8         
29.1641         202.062         119.576         5               134.798         
211.761         -2.19127        0               0               -0.422882       
0               -2.40845        57.2845         41.4554         57.2845         
-0.0416279      1.22368         -0.0420353      -0.533024       -0.153346       
-0.356998       -0.0572561      2000            2143.03         1               
217             -1.73288        -3.2369         3.76359         26729.4         
0.721599        45.3578         35.2469         2638.62         238.289         
81.3086         -31.7184        27462.3         32519.5         -1638.62        
30.6302         200.371         125.279         5               134.797         
210.856         -2.49078        0               0               -0.51342        
0               -2.61503        38.8953         22.8188         38.8953         
-0.0442028      1.20598         -0.0456408      -0.610408       -0.102437       
-0.329906       -0.0572561      2000            2041.36         1               
217.5           -1.85925        -2.3789         5.2303          27296.6         
0.726286        45.3589         35.247          2574.42         240.024         
80.9113         -33.2472        27477.9         32619.2         -1574.42        
31.7087         198.215         131.594         5               134.797         
209.919         -2.7128         0               0               -0.594072       
0               -2.77996        23.0931         11.0734         23.0931         
-0.045432       1.18801         -0.0485195      -0.664736       -0.0575042      
-0.242453       -0.0572561      2000            1940.54         1               
218             -1.972          -1.44678        6.19975         27894.3         
0.731102        45.36           35.2472         2506.95         241.814         
80.644          -34.8922        27493.9         32717.7         -1506.95        
32.2444         195.705         138.326         5               134.796         
208.943         -2.85545        0               0               -0.65811        
0               -2.88893        12.2763         4.77446         12.2763         
-0.0458285      1.1697          -0.0504213      -0.702494       -0.0274619      
-0.14745        -0.0572561      2000            1840.79         1               
218.5           -2.06909        -0.765264       6.78581         28527           
0.736078        45.3611         35.2473         2436.06         243.671         
80.4925         -36.5956        27510.1         32814.9         -1436.06        
32.3143         192.948         145.268         5               134.796         
207.915         -2.93672        0               0               -0.705861       
0               -2.94713        5.96904         1.94229         5.96904         
-0.0459314      1.15099         -0.0514372      -0.731723       -0.0119811      
-0.077991       -0.0572561      2000            1742.33         1               
219             -2.15421        -0.378959       7.16359         29197.9         
0.741236        45.3621         35.2475         2361.67         245.602         
80.4171         -38.3204        27526.2         32910.6         -1361.67        
32.0778         189.999         152.287         5               134.795         
206.829         -2.97774        0               0               -0.741458       
0               -2.96844        2.81575         0.998931        2.81575         
-0.0460239      1.13187         -0.0518091      -0.757181       -0.00647224     
-0.0386203      -0.0572561      2000            1645.27         1               
219.5           -2.23243        -0.209247       7.44147         29909.4         
0.746582        45.3632         35.2476         2283.77         247.607         
80.3809         -40.0477        27542.1         33004.8         -1283.77        
31.6728         186.881         159.317         5               134.795         
205.678         -2.99472        0               0               -0.769411       
0               -2.96609        1.53821         0.934371        1.53821         
-0.0461768      1.11236         -0.051768       -0.78062        -0.00628188     
-0.0213241      -0.0572561      2000            1549.74         1               
220             -2.30762        -0.164367       7.67052         30663.2         
0.752114        45.3642         35.2478         2202.36         249.688         
80.3593         -41.7678        27557.8         33097.5         -1202.36        
31.1877         183.6           166.321         5               134.794         
204.462         -2.99754        0               0               -0.792924       
0               -2.94895        1.22056         1.17723         1.22056         
-0.0463516      1.0925          -0.0514688      -0.802039       -0.00815622     
-0.0167501      -0.0572561      2000            1455.82         1               
220.5           -2.38171        -0.176342       7.87024         31460.4         
0.757823        45.3652         35.2479         2117.46         251.841         
80.3392         -43.4756        27573.3         33188.4         -1117.46        
30.6687         180.161         173.278         5               134.794         
203.178         -2.99095        0               0               -0.813545       
0               -2.92131        1.29899         1.44223         1.29899         
-0.0464676      1.07235         -0.0509864      -0.820491       -0.0102517      
-0.0179699      -0.0572561      2000            1363.6          1               
221             -2.45482        -0.204071       8.04298         32301.9         
0.763699        45.3662         35.248          2029.09         254.063         
80.3151         -45.1671        27588.5         33277.6         -1029.09        
30.1342         176.572         180.173         5               134.793         
201.826         -2.97606        0               0               -0.831413       
0               -2.88399        1.46985         1.61523         1.46985         
-0.0464355      1.05197         -0.0503352      -0.834482       -0.0117333      
-0.020795       -0.0572561      2000            1273.16         1               
221.5           -2.52573        -0.22679        8.18079         33188.7         
0.769729        45.3671         35.2482         1937.3          256.35          
80.2861         -46.8384        27603.4         33365           -937.297        
29.5878         172.844         186.989         5               134.793         
200.406         -2.95175        0               0               -0.845657       
0               -2.83566        1.59708         1.67481         1.59708         
-0.0461701      1.0314          -0.0494916      -0.842181       -0.0123743      
-0.0231094      -0.0572561      2000            1184.56         1               
222             -2.60186        -0.237021       8.28639         34121.5         
0.7759          45.3681         35.2483         1842.12         258.698         
80.2537         -48.4856        27618.1         33450.4         -842.118        
29.0269         168.993         193.71          5               134.792         
198.918         -2.91192        0               0               -0.856543       
0               -2.77078        1.63874         1.63763         1.63874         
-0.0454884      1.0078          -0.0483592      -0.84129        -0.0122552      
-0.0241512      -0.0572561      2000            1097.87         1               
222.5           -2.67016        -0.233436       8.30457         35100.9         
0.782196        45.369          35.2484         1743.61         261.102         
80.22           -50.1016        27632.5         33533.9         -743.607        
28.4488         165.044         200.313         5               134.792         
197.362         -2.85178        0               0               -0.858357       
0               -2.68561        1.60397         1.54607         1.60397         
-0.0444789      0.984087        -0.0468728      -0.829639       -0.0115945      
-0.0237852      -0.0572561      2000            1013.15         1               
223             -2.72999        -0.219706       8.22608         36128.4         
0.788615        45.3699         35.2486         1641.83         263.561         
80.1869         -51.6766        27646.5         33615.5         -641.83         
27.8547         161.043         206.77          5               134.791         
195.737         -2.76976        0               0               -0.850162       
0               -2.58055        1.52012         1.43071         1.52012         
-0.0430807      0.960455        -0.0450391      -0.805288       -0.010627       
-0.0223855      -0.0572561      2000            930.445         1               
223.5           -2.78071        -0.199898       8.03725         37205.7         
0.795152        45.3708         35.2487         1536.87         266.074         
80.156          -53.2           27660.3         33695           -536.866        
27.2493         157.038         213.054         5               134.791         
194.04          -2.66248        0               0               -0.830571       
0               -2.45496        1.41375         1.3148          1.41375         
-0.0412285      0.936943        -0.0428471      -0.766075       -0.00954125     
-0.0203667      -0.0572561      2000            849.76          1               
224             -2.82165        -0.177475       7.72059         38334.2         
0.801803        45.3716         35.2488         1428.81         268.641         
80.1282         -54.6602        27673.8         33772.5         -428.809        
26.6405         153.088         219.14          5               134.79          
192.268         -2.52505        0               0               -0.797802       
0               -2.30781        1.3066          1.21522         1.3066          
-0.0388637      0.91359         -0.0402788      -0.709739       -0.00847113     
-0.0180815      -0.0572561      2000            771.088         1               
224.5           -2.85249        -0.154976       7.25672         39515.5         
0.808565        45.3725         35.2489         1317.76         271.258         
80.1038         -56.044         27687           33848.1         -317.764        
26.0397         149.259         225             5               134.79          
190.42          -2.35128        0               0               -0.749879       
0               -2.13811        1.21544         1.14497         1.21544         
-0.0359355      0.890438        -0.037317       -0.634028       -0.0075026      
-0.0157887      -0.0572561      2000            694.384         1               
225             -2.87355        -0.134004       6.62589         40751           
0.815434        45.3733         35.249          1203.85         273.926         
80.0829         -57.3371        27699.8         33921.8         -203.851        
25.4609         145.628         230.607         5               134.789         
188.493         -2.13388        0               0               -0.684791       
0               -1.94521        1.15425         1.11714         1.15425         
-0.0324024      0.867524        -0.0339503      -0.536806       -0.00668567     
-0.0136516      -0.0572561      2000            619.57          1               
225.5           -2.88604        -0.115357       5.80914         42041.9         
0.822402        45.3741         35.2491         1087.2          276.642         
80.0653         -58.5237        27712.4         33993.8         -87.2035        
24.9208         142.281         235.935         5               134.789         
186.486         -1.86476        0               0               -0.600609       
0               -1.72898        1.13873         1.1522          1.13873         
-0.028233       0.844886        -0.0301763      -0.416141       -0.00604909     
-0.0117515      -0.0572561      2000            546.525         1               
226             -2.89218        -0.0991381      4.78922         43389.1         
0.829462        45.3748         35.2493         967.967         279.401         
80.0508         -59.5872        27724.8         34064.1         32.0326         
24.4373         139.313         240.956         5               134.788         
184.399         -1.53552        0               0               -0.495586       
0               -1.48987        1.19628         1.29628         1.19628         
-0.023406       0.822566        -0.0260032      -0.270369       -0.00561748     
-0.0100989      -0.0572561      2000            475.082         1               
226.5           -2.89524        -0.0846513      3.55097         44792.7         
0.836599        45.3756         35.2494         846.304         282.201         
80.0391         -60.5101        27736.9         34133.2         153.696         
24.0296         136.825         245.64          5               134.788         
182.233         -1.13828        0               0               -0.368193       
0               -1.22892        1.39625         1.68797         1.39625         
-0.0179048      0.800607        -0.0214487      -0.0979811      -0.00543831     
-0.00862285     -0.0572561      2000            405.023         1               
227             -2.89933        -0.0690132      2.08031         46252.2         
0.843796        45.3764         35.2495         722.389         285.033         
80.0303         -61.2744        27748.8         34201.1         277.611         
23.717          134.923         249.954         5               134.787         
179.991         -0.66645        0               0               -0.217017       
0               -0.947388       2.00005         2.97126         2.00005         
-0.0117006      0.779057        -0.016535       0.102925        -0.00565299     
-0.00702963     -0.0572561      2000            336.079         1               
227.5           -2.93345        -0.0330724      0.399029        47766           
0.851025        45.3771         35.2496         596.417         287.888         
80.026          -61.8617        27760.6         34268.2         403.583         
23.5153         133.716         253.863         5               134.786         
178.008         -0.126327       0               0               -0.0443094      
0               -0.645605       5.78986         17.3756         5.78986         
-0.00455866     0.759532        -0.0112679      0.336798        -0.00687029     
-0.00336859     -0.0572561      2000            267.927         1               
228             -3.12234        -0.128153       -1.37484        49315.7         
0.858121        45.3778         35.2497         468.604         290.701         
80.029          -62.2678        27772.3         34334.9         531.396         
23.4228         133.232         257.309         5               134.786         
177.99          0.414016        0               0               0.138737        
0               -0.304926       -5.78041        -8.82799        -5.78041        
0.00496391      0.749742        -0.00532196     0.625232        -0.0107652      
-0.0130526      -0.0572561      2000            200.201         1               
228.5           -3.31898        -0.321621       -3.7131         50883.4         
0.864937        45.3786         35.2498         339.202         293.43          
79.9836         -62.4663        27784.1         34401.6         660.798         
23.5926         133.576         260.196         5               134.785         
177.971         1.05429         0               0               0.37995         
0               0.108418        -4.63072        -1.67778        -4.63072        
0.0178805       0.740058        0.00189226      1.03511         -0.00557764     
-0.0327561      -0.0572561      2000            132.516         1               
229             -3.5306         -0.210088       -7.3763         52462.3         
0.871438        45.3793         35.2499         208.532         296.061         
79.9301         -62.3823        27796           34468.7         791.468         
23.9972         135.131         262.328         5               134.784         
177.952         1.96904         0               0               0.755459        
0               0.715243        -1.32753        1.36204         -1.32753        
0.044958        0.730484        0.0124833       1.97881         0.00899129      
-0.021396       -0.0572561      2000            64.3596         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
229.45          -3.83426        0.316043        -14.4321        53881.3         
0.876955        45.38           35.25           90.2641         298.317         
79.9314         -61.8489        27806.9         34530.2         909.736         
24.606          138.578         263.028         5               134.784         
177.935         3.5628          0               0               1.48074         
0               1.75305         3.07904         31.3402         3.07904         
0.0745882       0.72196         0.0305965       3               0.405248        
0.0321855       -0.0572561      2000            1.91891         1               
